Country,Year,Production_Mb,Consumption_Mb,Reserves_Gb,Price_Brent,R_to_P_Years,has_reserve,has_production,has_consumption,coverage_pct
South Africa,1982,,0.1004,,32.97,,False,False,True,0.3333
South Africa,1983,,0.1015,,29.55,,False,False,True,0.3333
South Africa,1984,,0.1102,,28.78,,False,False,True,0.3333
South Africa,1985,,0.108,,27.56,,False,False,True,0.3333
South Africa,1986,,0.104,,14.43,,False,False,True,0.3333
South Africa,1987,,0.1106,,18.44,,False,False,True,0.3333
South Africa,1988,,0.1212,,14.92,,False,False,True,0.3333
South Africa,1989,,0.1259,,18.23,,False,False,True,0.3333
South Africa,1990,,0.1274,,23.73,,False,False,True,0.3333
South Africa,1991,,0.1285,,20.0,,False,False,True,0.3333
South Africa,1992,,0.1321,,19.32,,False,False,True,0.3333
South Africa,1993,,0.1372,,16.97,,False,False,True,0.3333
South Africa,1994,,0.1431,,15.82,,False,False,True,0.3333
South Africa,1995,,0.1526,,17.02,,False,False,True,0.3333
South Africa,1996,,0.1562,,20.67,,False,False,True,0.3333
South Africa,1997,,0.1595,,19.09,,False,False,True,0.3333
South Africa,1998,,0.1617,,12.72,,False,False,True,0.3333
South Africa,1999,,0.1642,,17.97,,False,False,True,0.3333
South Africa,2000,,0.1664,,28.5,,False,False,True,0.3333
South Africa,2001,,0.1705,,24.44,,False,False,True,0.3333
South Africa,2002,,0.1745,,25.02,,False,False,True,0.3333
South Africa,2003,,0.1807,,28.83,,False,False,True,0.3333
South Africa,2004,,0.1872,,38.27,,False,False,True,0.3333
South Africa,2005,,0.1887,,54.52,,False,False,True,0.3333
South Africa,2006,,0.1924,,65.14,,False,False,True,0.3333
South Africa,2007,,0.1967,,72.39,,False,False,True,0.3333
South Africa,2008,,0.1862,,97.26,,False,False,True,0.3333
South Africa,2009,,0.1832,,61.67,,False,False,True,0.3333
South Africa,2010,,0.1927,,79.5,,False,False,True,0.3333
South Africa,2011,,0.1953,,111.26,,False,False,True,0.3333
South Africa,2012,,0.1989,,111.67,,False,False,True,0.3333
South Africa,2013,,0.2026,,108.66,,False,False,True,0.3333
South Africa,2014,,0.2004,,98.95,,False,False,True,0.3333
South Africa,2015,,0.219,,52.39,,False,False,True,0.3333
South Africa,2016,,0.2106,,43.73,,False,False,True,0.3333
South Africa,2017,,0.2113,,54.19,,False,False,True,0.3333
South Africa,2018,,0.2055,,71.31,,False,False,True,0.3333
South Africa,2019,,0.2022,,64.21,,False,False,True,0.3333
South Africa,2020,,0.1734,,41.84,,False,False,True,0.3333
South Africa,2021,,0.1832,,70.91,,False,False,True,0.3333
South Africa,2022,,0.1829,,101.32,,False,False,True,0.3333
South Africa,2023,,0.1844,,82.64,,False,False,True,0.3333
South Africa,2024,,0.1703,,80.76,,False,False,True,0.3333
South Korea,1980,,0.1737,,36.83,,False,False,True,0.3333
South Korea,1981,,0.173,,35.93,,False,False,True,0.3333
South Korea,1982,,0.1719,,32.97,,False,False,True,0.3333
South Korea,1983,,0.1814,,29.55,,False,False,True,0.3333
South Korea,1984,,0.1829,,28.78,,False,False,True,0.3333
South Korea,1985,,0.196,,27.56,,False,False,True,0.3333
South Korea,1986,,0.2146,,14.43,,False,False,True,0.3333
South Korea,1987,,0.227,,18.44,,False,False,True,0.3333
South Korea,1988,,0.2697,,14.92,,False,False,True,0.3333
South Korea,1989,,0.3121,,18.23,,False,False,True,0.3333
South Korea,1990,,0.38,,23.73,,False,False,True,0.3333
South Korea,1991,,0.4588,,20.0,,False,False,True,0.3333
South Korea,1992,,0.5563,,19.32,,False,False,True,0.3333
South Korea,1993,,0.6139,,16.97,,False,False,True,0.3333
South Korea,1994,,0.6745,,15.82,,False,False,True,0.3333
South Korea,1995,,0.7362,,17.02,,False,False,True,0.3333
South Korea,1996,,0.7858,,20.67,,False,False,True,0.3333
South Korea,1997,,0.8716,,19.09,,False,False,True,0.3333
South Korea,1998,,0.7344,,12.72,,False,False,True,0.3333
South Korea,1999,,0.7877,,17.97,,False,False,True,0.3333
South Korea,2000,,0.8063,,28.5,,False,False,True,0.3333
South Korea,2001,,0.8092,,24.44,,False,False,True,0.3333
South Korea,2002,,0.8275,,25.02,,False,False,True,0.3333
South Korea,2003,,0.8337,,28.83,,False,False,True,0.3333
South Korea,2004,,0.8271,,38.27,,False,False,True,0.3333
South Korea,2005,,0.8362,,54.52,,False,False,True,0.3333
South Korea,2006,,0.8395,,65.14,,False,False,True,0.3333
South Korea,2007,,0.8654,,72.39,,False,False,True,0.3333
South Korea,2008,,0.8286,,97.26,,False,False,True,0.3333
South Korea,2009,,0.8428,,61.67,,False,False,True,0.3333
South Korea,2010,,0.8618,,79.5,,False,False,True,0.3333
South Korea,2011,,0.8716,,111.26,,False,False,True,0.3333
South Korea,2012,,0.9001,,111.67,,False,False,True,0.3333
South Korea,2013,,0.9037,,108.66,,False,False,True,0.3333
South Korea,2014,,0.9026,,98.95,,False,False,True,0.3333
South Korea,2015,,0.9439,,52.39,,False,False,True,0.3333
South Korea,2016,,1.026,,43.73,,False,False,True,0.3333
South Korea,2017,,1.0235,,54.19,,False,False,True,0.3333
South Korea,2018,,1.022,,71.31,,False,False,True,0.3333
South Korea,2019,,1.018,,64.21,,False,False,True,0.3333
South Korea,2020,,0.96,,41.84,,False,False,True,0.3333
South Korea,2021,,1.0278,,70.91,,False,False,True,0.3333
South Korea,2022,,1.0424,,101.32,,False,False,True,0.3333
South Korea,2023,,1.0207,,82.64,,False,False,True,0.3333
South Korea,2024,,1.0554,,80.76,,False,False,True,0.3333
South Sudan,1980,,,,36.83,,False,False,False,0.0
South Sudan,1981,,,,35.93,,False,False,False,0.0
South Sudan,1982,,,,32.97,,False,False,False,0.0
South Sudan,1983,,,,29.55,,False,False,False,0.0
South Sudan,1984,,,,28.78,,False,False,False,0.0
South Sudan,1985,,,,27.56,,False,False,False,0.0
South Sudan,1986,,,,14.43,,False,False,False,0.0
South Sudan,1987,,,,18.44,,False,False,False,0.0
South Sudan,1988,,,,14.92,,False,False,False,0.0
South Sudan,1989,,,,18.23,,False,False,False,0.0
South Sudan,1990,,,,23.73,,False,False,False,0.0
South Sudan,1991,,,,20.0,,False,False,False,0.0
South Sudan,1992,,,,19.32,,False,False,False,0.0
South Sudan,1993,,,,16.97,,False,False,False,0.0
South Sudan,1994,,,,15.82,,False,False,False,0.0
South Sudan,1995,,,,17.02,,False,False,False,0.0
South Sudan,1996,,,,20.67,,False,False,False,0.0
South Sudan,1997,,,,19.09,,False,False,False,0.0
South Sudan,1998,,,,12.72,,False,False,False,0.0
South Sudan,1999,,,,17.97,,False,False,False,0.0
South Sudan,2000,,,,28.5,,False,False,False,0.0
South Sudan,2001,,,,24.44,,False,False,False,0.0
South Sudan,2002,,,,25.02,,False,False,False,0.0
South Sudan,2003,,,,28.83,,False,False,False,0.0
South Sudan,2004,,,,38.27,,False,False,False,0.0
South Sudan,2005,,,,54.52,,False,False,False,0.0
South Sudan,2006,,,,65.14,,False,False,False,0.0
South Sudan,2007,,,,72.39,,False,False,False,0.0
South Sudan,2008,,,,97.26,,False,False,False,0.0
South Sudan,2009,,,,61.67,,False,False,False,0.0
South Sudan,2010,,,,79.5,,False,False,False,0.0
South Sudan,2011,,,,111.26,,False,False,False,0.0
South Sudan,2012,0.0113,,3.5,111.67,309323.9063,True,True,False,0.6667
South Sudan,2013,0.0365,,3.5,108.66,95890.411,True,True,False,0.6667
South Sudan,2014,0.0566,,3.5,98.95,61864.7813,True,True,False,0.6667
South Sudan,2015,0.054,,3.5,52.39,64790.8182,True,True,False,0.6667
South Sudan,2016,0.05,,3.5,43.73,69993.0007,True,True,False,0.6667
South Sudan,2017,0.0537,,3.5,54.19,65231.5721,True,True,False,0.6667
South Sudan,2018,0.0526,,3.5,71.31,66590.5632,True,True,False,0.6667
South Sudan,2019,0.0628,,3.5,64.21,55750.2389,True,True,False,0.6667
South Sudan,2020,0.0602,,3.5,41.84,58115.4006,True,True,False,0.6667
South Sudan,2021,0.0558,,,70.91,,False,True,False,0.3333
South Sudan,2022,0.0515,,,101.32,,False,True,False,0.3333
South Sudan,2023,0.054,,,82.64,,False,True,False,0.3333
South Sudan,2024,0.0314,,,80.76,,False,True,False,0.3333
Spain,1980,,0.3807,,36.83,,False,False,True,0.3333
Spain,1981,,0.3708,,35.93,,False,False,True,0.3333
Spain,1982,,0.3537,,32.97,,False,False,True,0.3333
Spain,1983,,0.3606,,29.55,,False,False,True,0.3333
Spain,1984,,0.3431,,28.78,,False,False,True,0.3333
Spain,1985,,0.3336,,27.56,,False,False,True,0.3333
Spain,1986,,0.3318,,14.43,,False,False,True,0.3333
Spain,1987,,0.3446,,18.44,,False,False,True,0.3333
Spain,1988,,0.3562,,14.92,,False,False,True,0.3333
Spain,1989,,0.3738,,18.23,,False,False,True,0.3333
Spain,1990,,0.3588,,23.73,,False,False,True,0.3333
Spain,1991,,0.3694,,20.0,,False,False,True,0.3333
Spain,1992,,0.4077,,19.32,,False,False,True,0.3333
Spain,1993,,0.3858,,16.97,,False,False,True,0.3333
Spain,1994,,0.4055,,15.82,,False,False,True,0.3333
Spain,1995,,0.4307,,17.02,,False,False,True,0.3333
Spain,1996,,0.4402,,20.67,,False,False,True,0.3333
Spain,1997,,0.4468,,19.09,,False,False,True,0.3333
Spain,1998,,0.4807,,12.72,,False,False,True,0.3333
Spain,1999,,0.5106,,17.97,,False,False,True,0.3333
Spain,2000,,0.5168,,28.5,,False,False,True,0.3333
Spain,2001,,0.5329,,24.44,,False,False,True,0.3333
Spain,2002,,0.5431,,25.02,,False,False,True,0.3333
Spain,2003,,0.5479,,28.83,,False,False,True,0.3333
Spain,2004,,0.5501,,38.27,,False,False,True,0.3333
Spain,2005,,0.5647,,54.52,,False,False,True,0.3333
Spain,2006,,0.5588,,65.14,,False,False,True,0.3333
Spain,2007,,0.5643,,72.39,,False,False,True,0.3333
Spain,2008,,0.538,,97.26,,False,False,True,0.3333
Spain,2009,,0.507,,61.67,,False,False,True,0.3333
Spain,2010,,0.4946,,79.5,,False,False,True,0.3333
Spain,2011,,0.4705,,111.26,,False,False,True,0.3333
Spain,2012,,0.4329,,111.67,,False,False,True,0.3333
Spain,2013,,0.4208,,108.66,,False,False,True,0.3333
Spain,2014,,0.423,,98.95,,False,False,True,0.3333
Spain,2015,,0.4387,,52.39,,False,False,True,0.3333
Spain,2016,,0.45,,43.73,,False,False,True,0.3333
Spain,2017,,0.4537,,54.19,,False,False,True,0.3333
Spain,2018,,0.4606,,71.31,,False,False,True,0.3333
Spain,2019,,0.4617,,64.21,,False,False,True,0.3333
Spain,2020,,0.3708,,41.84,,False,False,True,0.3333
Spain,2021,,0.4099,,70.91,,False,False,True,0.3333
Spain,2022,,0.455,,101.32,,False,False,True,0.3333
Spain,2023,,0.4376,,82.64,,False,False,True,0.3333
Spain,2024,,0.4635,,80.76,,False,False,True,0.3333
Sri Lanka,1980,,0.0113,,36.83,,False,False,True,0.3333
Sri Lanka,1981,,0.012,,35.93,,False,False,True,0.3333
Sri Lanka,1982,,0.0131,,32.97,,False,False,True,0.3333
Sri Lanka,1983,,0.0135,,29.55,,False,False,True,0.3333
Sri Lanka,1984,,0.0128,,28.78,,False,False,True,0.3333
Sri Lanka,1985,,0.0113,,27.56,,False,False,True,0.3333
Sri Lanka,1986,,0.0117,,14.43,,False,False,True,0.3333
Sri Lanka,1987,,0.0131,,18.44,,False,False,True,0.3333
Sri Lanka,1988,,0.012,,14.92,,False,False,True,0.3333
Sri Lanka,1989,,0.0113,,18.23,,False,False,True,0.3333
Sri Lanka,1990,,0.0128,,23.73,,False,False,True,0.3333
Sri Lanka,1991,,0.0128,,20.0,,False,False,True,0.3333
Sri Lanka,1992,,0.0146,,19.32,,False,False,True,0.3333
Sri Lanka,1993,,0.0146,,16.97,,False,False,True,0.3333
Sri Lanka,1994,,0.0161,,15.82,,False,False,True,0.3333
Sri Lanka,1995,,0.0172,,17.02,,False,False,True,0.3333
Sri Lanka,1996,,0.0208,,20.67,,False,False,True,0.3333
Sri Lanka,1997,,0.0212,,19.09,,False,False,True,0.3333
Sri Lanka,1998,,0.0223,,12.72,,False,False,True,0.3333
Sri Lanka,1999,,0.0241,,17.97,,False,False,True,0.3333
Sri Lanka,2000,,0.0274,,28.5,,False,False,True,0.3333
Sri Lanka,2001,,0.027,,24.44,,False,False,True,0.3333
Sri Lanka,2002,,0.0285,,25.02,,False,False,True,0.3333
Sri Lanka,2003,,0.0285,,28.83,,False,False,True,0.3333
Sri Lanka,2004,,0.0281,,38.27,,False,False,True,0.3333
Sri Lanka,2005,,0.0321,,54.52,,False,False,True,0.3333
Sri Lanka,2006,,0.0332,,65.14,,False,False,True,0.3333
Sri Lanka,2007,,0.035,,72.39,,False,False,True,0.3333
Sri Lanka,2008,,0.0321,,97.26,,False,False,True,0.3333
Sri Lanka,2009,,0.0332,,61.67,,False,False,True,0.3333
Sri Lanka,2010,,0.0336,,79.5,,False,False,True,0.3333
Sri Lanka,2011,,0.0372,,111.26,,False,False,True,0.3333
Sri Lanka,2012,,0.0398,,111.67,,False,False,True,0.3333
Sri Lanka,2013,,0.0343,,108.66,,False,False,True,0.3333
Sri Lanka,2014,,0.0394,,98.95,,False,False,True,0.3333
Sri Lanka,2015,,0.0383,,52.39,,False,False,True,0.3333
Sri Lanka,2016,,0.0464,,43.73,,False,False,True,0.3333
Sri Lanka,2017,,0.0504,,54.19,,False,False,True,0.3333
Sri Lanka,2018,,0.0504,,71.31,,False,False,True,0.3333
Sri Lanka,2019,,0.0526,,64.21,,False,False,True,0.3333
Sri Lanka,2020,,0.0445,,41.84,,False,False,True,0.3333
Sri Lanka,2021,,0.0423,,70.91,,False,False,True,0.3333
Sri Lanka,2022,,0.0357,,101.32,,False,False,True,0.3333
Sri Lanka,2023,,0.04,,82.64,,False,False,True,0.3333
Sri Lanka,2024,,0.0422,,80.76,,False,False,True,0.3333
Sudan,1980,,,,36.83,,False,False,False,0.0
Sudan,1981,,,0.2,35.93,,True,False,False,0.3333
Sudan,1982,,,0.4,32.97,,True,False,False,0.3333
Sudan,1983,,,0.3,29.55,,True,False,False,0.3333
Sudan,1984,,,0.3,28.78,,True,False,False,0.3333
Sudan,1985,,,0.3,27.56,,True,False,False,0.3333
Sudan,1986,,,0.3,14.43,,True,False,False,0.3333
Sudan,1987,,,0.3,18.44,,True,False,False,0.3333
Sudan,1988,,,0.3,14.92,,True,False,False,0.3333
Sudan,1989,,,0.3,18.23,,True,False,False,0.3333
Sudan,1990,,,0.3,23.73,,True,False,False,0.3333
Sudan,1991,,,0.3,20.0,,True,False,False,0.3333
Sudan,1992,,,0.3,19.32,,True,False,False,0.3333
Sudan,1993,0.0007,,0.3,16.97,410958.9041,True,True,False,0.6667
Sudan,1994,0.0007,,0.3,15.82,410958.9041,True,True,False,0.6667
Sudan,1995,0.0007,,0.3,17.02,410958.9041,True,True,False,0.6667
Sudan,1996,0.0018,,0.3,20.67,164383.5616,True,True,False,0.6667
Sudan,1997,0.0033,,0.3,19.09,91324.2009,True,True,False,0.6667
Sudan,1998,0.0044,,0.3,12.72,68493.1507,True,True,False,0.6667
Sudan,1999,0.023,,0.3,17.97,13046.3144,True,True,False,0.6667
Sudan,2000,0.0653,,0.3,28.5,4591.7196,True,True,False,0.6667
Sudan,2001,0.0763,,0.6,24.44,7865.2422,True,True,False,0.6667
Sudan,2002,0.0861,,0.6,25.02,6965.4052,True,True,False,0.6667
Sudan,2003,0.0956,,0.6,28.83,6274.1817,True,True,False,0.6667
Sudan,2004,0.1062,,0.6,38.27,5648.9196,True,True,False,0.6667
Sudan,2005,0.1073,,0.6,54.52,5591.2776,True,True,False,0.6667
Sudan,2006,0.1299,,5.0,65.14,38479.2981,True,True,False,0.6667
Sudan,2007,0.1763,,5.0,72.39,28361.5531,True,True,False,0.6667
Sudan,2008,0.1668,,5.0,97.26,29975.1206,True,True,False,0.6667
Sudan,2009,0.1734,,5.0,61.67,28839.2213,True,True,False,0.6667
Sudan,2010,0.1686,,5.0,79.5,29650.7146,True,True,False,0.6667
Sudan,2011,0.1062,,5.0,111.26,47074.3304,True,True,False,0.6667
Sudan,2012,0.0376,,1.5,111.67,39898.9227,True,True,False,0.6667
Sudan,2013,0.0431,,1.5,108.66,34827.0258,True,True,False,0.6667
Sudan,2014,0.0438,,1.5,98.95,34246.5753,True,True,False,0.6667
Sudan,2015,0.0398,,1.5,52.39,37702.6518,True,True,False,0.6667
Sudan,2016,0.0307,,1.5,43.73,48923.6791,True,True,False,0.6667
Sudan,2017,0.0256,,1.5,54.19,58708.4149,True,True,False,0.6667
Sudan,2018,0.027,,1.5,71.31,55534.987,True,True,False,0.6667
Sudan,2019,0.0263,,1.5,64.21,57077.6256,True,True,False,0.6667
Sudan,2020,0.023,,1.5,41.84,65231.5721,True,True,False,0.6667
Sudan,2021,0.0234,,,70.91,,False,True,False,0.3333
Sudan,2022,0.0226,,,101.32,,False,True,False,0.3333
Sudan,2023,0.0208,,,82.64,,False,True,False,0.3333
Sudan,2024,0.0139,,,80.76,,False,True,False,0.3333
Sweden,1980,,0.2223,,36.83,,False,False,True,0.3333
Sweden,1981,,0.2015,,35.93,,False,False,True,0.3333
Sweden,1982,,0.1883,,32.97,,False,False,True,0.3333
Sweden,1983,,0.165,,29.55,,False,False,True,0.3333
Sweden,1984,,0.158,,28.78,,False,False,True,0.3333
Sweden,1985,,0.169,,27.56,,False,False,True,0.3333
Sweden,1986,,0.1818,,14.43,,False,False,True,0.3333
Sweden,1987,,0.1591,,18.44,,False,False,True,0.3333
Sweden,1988,,0.1496,,14.92,,False,False,True,0.3333
Sweden,1989,,0.1438,,18.23,,False,False,True,0.3333
Sweden,1990,,0.1219,,23.73,,False,False,True,0.3333
Sweden,1991,,0.1234,,20.0,,False,False,True,0.3333
Sweden,1992,,0.1347,,19.32,,False,False,True,0.3333
Sweden,1993,,0.1325,,16.97,,False,False,True,0.3333
Sweden,1994,,0.1416,,15.82,,False,False,True,0.3333
Sweden,1995,,0.1409,,17.02,,False,False,True,0.3333
Sweden,1996,,0.15,,20.67,,False,False,True,0.3333
Sweden,1997,,0.1431,,19.09,,False,False,True,0.3333
Sweden,1998,,0.1456,,12.72,,False,False,True,0.3333
Sweden,1999,,0.1424,,17.97,,False,False,True,0.3333
Sweden,2000,,0.1314,,28.5,,False,False,True,0.3333
Sweden,2001,,0.1336,,24.44,,False,False,True,0.3333
Sweden,2002,,0.135,,25.02,,False,False,True,0.3333
Sweden,2003,,0.1329,,28.83,,False,False,True,0.3333
Sweden,2004,,0.1314,,38.27,,False,False,True,0.3333
Sweden,2005,,0.1285,,54.52,,False,False,True,0.3333
Sweden,2006,,0.1278,,65.14,,False,False,True,0.3333
Sweden,2007,,0.1256,,72.39,,False,False,True,0.3333
Sweden,2008,,0.1223,,97.26,,False,False,True,0.3333
Sweden,2009,,0.1128,,61.67,,False,False,True,0.3333
Sweden,2010,,0.119,,79.5,,False,False,True,0.3333
Sweden,2011,,0.1113,,111.26,,False,False,True,0.3333
Sweden,2012,,0.1058,,111.67,,False,False,True,0.3333
Sweden,2013,,0.1044,,108.66,,False,False,True,0.3333
Sweden,2014,,0.1029,,98.95,,False,False,True,0.3333
Sweden,2015,,0.1011,,52.39,,False,False,True,0.3333
Sweden,2016,,0.1051,,43.73,,False,False,True,0.3333
Sweden,2017,,0.1073,,54.19,,False,False,True,0.3333
Sweden,2018,,0.0953,,71.31,,False,False,True,0.3333
Sweden,2019,,0.0971,,64.21,,False,False,True,0.3333
Sweden,2020,,0.0865,,41.84,,False,False,True,0.3333
Sweden,2021,,0.0971,,70.91,,False,False,True,0.3333
Sweden,2022,,0.0876,,101.32,,False,False,True,0.3333
Sweden,2023,,0.0875,,82.64,,False,False,True,0.3333
Sweden,2024,,0.0908,,80.76,,False,False,True,0.3333
Switzerland,1980,,0.0971,,36.83,,False,False,True,0.3333
Switzerland,1981,,0.0902,,35.93,,False,False,True,0.3333
Switzerland,1982,,0.0854,,32.97,,False,False,True,0.3333
Switzerland,1983,,0.0934,,29.55,,False,False,True,0.3333
Switzerland,1984,,0.0905,,28.78,,False,False,True,0.3333
Switzerland,1985,,0.0923,,27.56,,False,False,True,0.3333
Switzerland,1986,,0.1007,,14.43,,False,False,True,0.3333
Switzerland,1987,,0.0953,,18.44,,False,False,True,0.3333
Switzerland,1988,,0.0956,,14.92,,False,False,True,0.3333
Switzerland,1989,,0.092,,18.23,,False,False,True,0.3333
Switzerland,1990,,0.0986,,23.73,,False,False,True,0.3333
Switzerland,1991,,0.1004,,20.0,,False,False,True,0.3333
Switzerland,1992,,0.1015,,19.32,,False,False,True,0.3333
Switzerland,1993,,0.0956,,16.97,,False,False,True,0.3333
Switzerland,1994,,0.0986,,15.82,,False,False,True,0.3333
Switzerland,1995,,0.0916,,17.02,,False,False,True,0.3333
Switzerland,1996,,0.0945,,20.67,,False,False,True,0.3333
Switzerland,1997,,0.0996,,19.09,,False,False,True,0.3333
Switzerland,1998,,0.1011,,12.72,,False,False,True,0.3333
Switzerland,1999,,0.0982,,17.97,,False,False,True,0.3333
Switzerland,2000,,0.0949,,28.5,,False,False,True,0.3333
Switzerland,2001,,0.1015,,24.44,,False,False,True,0.3333
Switzerland,2002,,0.0964,,25.02,,False,False,True,0.3333
Switzerland,2003,,0.0938,,28.83,,False,False,True,0.3333
Switzerland,2004,,0.0956,,38.27,,False,False,True,0.3333
Switzerland,2005,,0.096,,54.52,,False,False,True,0.3333
Switzerland,2006,,0.0956,,65.14,,False,False,True,0.3333
Switzerland,2007,,0.0916,,72.39,,False,False,True,0.3333
Switzerland,2008,,0.0945,,97.26,,False,False,True,0.3333
Switzerland,2009,,0.0923,,61.67,,False,False,True,0.3333
Switzerland,2010,,0.0942,,79.5,,False,False,True,0.3333
Switzerland,2011,,0.0872,,111.26,,False,False,True,0.3333
Switzerland,2012,,0.0887,,111.67,,False,False,True,0.3333
Switzerland,2013,,0.0902,,108.66,,False,False,True,0.3333
Switzerland,2014,,0.0821,,98.95,,False,False,True,0.3333
Switzerland,2015,,0.0829,,52.39,,False,False,True,0.3333
Switzerland,2016,,0.0781,,43.73,,False,False,True,0.3333
Switzerland,2017,,0.0803,,54.19,,False,False,True,0.3333
Switzerland,2018,,0.077,,71.31,,False,False,True,0.3333
Switzerland,2019,,0.0788,,64.21,,False,False,True,0.3333
Switzerland,2020,,0.0653,,41.84,,False,False,True,0.3333
Switzerland,2021,,0.0657,,70.91,,False,False,True,0.3333
Switzerland,2022,,0.0676,,101.32,,False,False,True,0.3333
Switzerland,2023,,0.0687,,82.64,,False,False,True,0.3333
Switzerland,2024,,0.0686,,80.76,,False,False,True,0.3333
Syria,1980,0.0577,,1.5,36.83,26010.0572,True,True,False,0.6667
Syria,1981,0.0599,,1.9,35.93,31740.7284,True,True,False,0.6667
Syria,1982,0.0566,,1.8,32.97,31816.1732,True,True,False,0.6667
Syria,1983,0.0588,,1.5,29.55,25525.3978,True,True,False,0.6667
Syria,1984,0.0591,,1.4,28.78,23676.6447,True,True,False,0.6667
Syria,1985,0.058,,1.5,27.56,25846.472,True,True,False,0.6667
Syria,1986,0.0734,,1.6,14.43,21808.7644,True,True,False,0.6667
Syria,1987,0.0843,,1.7,18.44,20162.4859,True,True,False,0.6667
Syria,1988,0.0978,,1.8,14.92,18401.145,True,True,False,0.6667
Syria,1989,0.1245,,2.0,18.23,16068.7744,True,True,False,0.6667
Syria,1990,0.1486,,1.9,23.73,12789.8758,True,True,False,0.6667
Syria,1991,0.1723,,3.0,20.0,17413.5129,True,True,False,0.6667
Syria,1992,0.1876,,3.0,19.32,15990.6188,True,True,False,0.6667
Syria,1993,0.2066,,3.0,16.97,14521.516,True,True,False,0.6667
Syria,1994,0.2055,,2.7,15.82,13139.0058,True,True,False,0.6667
Syria,1995,0.2175,,2.6,17.02,11951.825,True,True,False,0.6667
Syria,1996,0.2139,,2.5,20.67,11688.251,True,True,False,0.6667
Syria,1997,0.2106,,2.3,19.09,10920.9183,True,True,False,0.6667
Syria,1998,0.2102,,2.3,12.72,10939.8782,True,True,False,0.6667
Syria,1999,0.2113,,2.3,17.97,10883.1949,True,True,False,0.6667
Syria,2000,0.2091,,2.3,28.5,10997.1551,True,True,False,0.6667
Syria,2001,0.2237,,2.3,24.44,10279.5593,True,True,False,0.6667
Syria,2002,0.2471,,2.3,25.02,9307.7841,True,True,False,0.6667
Syria,2003,0.238,,2.4,28.83,10084.8811,True,True,False,0.6667
Syria,2004,0.1778,,3.2,38.27,18002.3065,True,True,False,0.6667
Syria,2005,0.1635,,3.0,54.52,18346.3796,True,True,False,0.6667
Syria,2006,0.1537,,3.0,65.14,19522.9883,True,True,False,0.6667
Syria,2007,0.1475,,2.5,72.39,16953.7502,True,True,False,0.6667
Syria,2008,0.1482,,2.5,97.26,16870.2342,True,True,False,0.6667
Syria,2009,0.1464,,2.5,61.67,17080.5862,True,True,False,0.6667
Syria,2010,0.1405,,2.5,79.5,17790.4287,True,True,False,0.6667
Syria,2011,0.1288,,2.5,111.26,19403.1588,True,True,False,0.6667
Syria,2012,0.0624,,2.5,111.67,40054.4741,True,True,False,0.6667
Syria,2013,0.0215,,2.5,108.66,116090.0859,True,True,False,0.6667
Syria,2014,0.012,,2.5,98.95,207555.0021,True,True,False,0.6667
Syria,2015,0.0099,,2.5,52.39,253678.3359,True,True,False,0.6667
Syria,2016,0.0091,,2.5,43.73,273972.6027,True,True,False,0.6667
Syria,2017,0.0091,,2.5,54.19,273972.6027,True,True,False,0.6667
Syria,2018,0.0088,,2.5,71.31,285388.1279,True,True,False,0.6667
Syria,2019,0.0124,,2.5,64.21,201450.4432,True,True,False,0.6667
Syria,2020,0.0157,,2.5,41.84,159286.3969,True,True,False,0.6667
Syria,2021,0.0157,,,70.91,,False,True,False,0.3333
Syria,2022,0.0157,,,101.32,,False,True,False,0.3333
Syria,2023,0.0146,,,82.64,,False,True,False,0.3333
Syria,2024,0.0128,,,80.76,,False,True,False,0.3333
Taiwan,1980,,0.1329,,36.83,,False,False,True,0.3333
Taiwan,1981,,0.1183,,35.93,,False,False,True,0.3333
Taiwan,1982,,0.1343,,32.97,,False,False,True,0.3333
Taiwan,1983,,0.1361,,29.55,,False,False,True,0.3333
Taiwan,1984,,0.1307,,28.78,,False,False,True,0.3333
Taiwan,1985,,0.131,,27.56,,False,False,True,0.3333
Taiwan,1986,,0.1456,,14.43,,False,False,True,0.3333
Taiwan,1987,,0.1537,,18.44,,False,False,True,0.3333
Taiwan,1988,,0.1774,,14.92,,False,False,True,0.3333
Taiwan,1989,,0.1971,,18.23,,False,False,True,0.3333
Taiwan,1990,,0.2048,,23.73,,False,False,True,0.3333
Taiwan,1991,,0.2121,,20.0,,False,False,True,0.3333
Taiwan,1992,,0.2205,,19.32,,False,False,True,0.3333
Taiwan,1993,,0.2354,,16.97,,False,False,True,0.3333
Taiwan,1994,,0.2515,,15.82,,False,False,True,0.3333
Taiwan,1995,,0.273,,17.02,,False,False,True,0.3333
Taiwan,1996,,0.273,,20.67,,False,False,True,0.3333
Taiwan,1997,,0.2803,,19.09,,False,False,True,0.3333
Taiwan,1998,,0.2898,,12.72,,False,False,True,0.3333
Taiwan,1999,,0.3099,,17.97,,False,False,True,0.3333
Taiwan,2000,,0.3172,,28.5,,False,False,True,0.3333
Taiwan,2001,,0.3354,,24.44,,False,False,True,0.3333
Taiwan,2002,,0.3369,,25.02,,False,False,True,0.3333
Taiwan,2003,,0.3533,,28.83,,False,False,True,0.3333
Taiwan,2004,,0.3614,,38.27,,False,False,True,0.3333
Taiwan,2005,,0.3654,,54.52,,False,False,True,0.3333
Taiwan,2006,,0.3683,,65.14,,False,False,True,0.3333
Taiwan,2007,,0.3862,,72.39,,False,False,True,0.3333
